ant_number,iterations,pheromone_evaporation,alpha,beta,result
127,30.0,0.7453677359257962,2.9048416607019463,4.703212754110528,124598.56503565784
127,39.0,0.8045423681401016,3.0234180320485544,4.686111578764379,124907.35524703916
136,40.0,0.7339366814532806,2.912287328914443,4.6966347659741405,125011.0286064726
127,39.0,0.69724788814127,2.770395322902436,4.714299238401084,125178.55429848171
127,30.0,0.6306107315896065,2.780534682094895,4.132931125037077,125217.48030797792
