ant_number,iterations,pheromone_evaporation,alpha,beta,result
65,71,0.3974180570685763,2.7731535401984324,4.066823531422358,7544.36590190409
62,69,0.4844242382567351,2.7618283752682014,4.051467063976638,7548.992710024179
65,66,0.4682615663878274,2.839015192431644,4.05991177303782,7687.862121300264
62,71,0.404592375394886,2.777739325346942,4.132144754075648,7687.862121300266
66,69,0.3988310106449568,2.7288233411285856,4.12159413116362,7724.8918095021745
