ant_number,iterations,pheromone_evaporation,alpha,beta,epsilon,result
79,75,0.3206336835571992,1.5437511320754265,3.8989970406311927,0.0416757475695315,8569.53455373521
76,120,0.4826402518739978,1.2522159617824755,4.014421599961893,0.0328412175683295,8570.652336982459
82,170,0.348954781564583,1.4964856097751549,3.832967620783553,0.0472365989530311,8595.307130876847
78,120,0.2482645089490626,1.501471379676683,3.960025914532502,0.0346732799158821,8628.767815676774
84,120,0.3254839590894474,1.5418903410427858,4.066557690136913,0.0495554076704824,8663.81655818492
