80,70,0.43864141869890505,1.5670496013143944,3.7271058793396525,0.04691298656415111,13 -> 12 -> 27 -> 26 -> 25 -> 46 -> 28 -> 19 -> 49 -> 15 -> 35 -> 9 -> 8 -> 7 -> 40 -> 18 -> 44 -> 38 -> 36 -> 23 -> 47 -> 4 -> 5 -> 14 -> 37 -> 39 -> 3 -> 24 -> 45 -> 43 -> 34 -> 33 -> 48 -> 0 -> 21 -> 30 -> 17 -> 2 -> 16 -> 6 -> 1 -> 41 -> 20 -> 22 -> 29 -> 31 -> 42 -> 32 -> 50 -> 11 -> 10 -> 51 -> 13,9382.473620513094
70,70,0.34748339855171356,1.5612574266255717,3.891328382977491,0.049354632527032705,5 -> 14 -> 4 -> 47 -> 23 -> 37 -> 36 -> 38 -> 35 -> 34 -> 33 -> 43 -> 48 -> 31 -> 21 -> 0 -> 39 -> 44 -> 18 -> 40 -> 7 -> 9 -> 8 -> 42 -> 3 -> 24 -> 45 -> 15 -> 49 -> 19 -> 22 -> 17 -> 30 -> 20 -> 2 -> 16 -> 41 -> 6 -> 1 -> 29 -> 28 -> 11 -> 27 -> 26 -> 25 -> 46 -> 12 -> 13 -> 51 -> 10 -> 50 -> 32 -> 5,9094.311995334028
73,77,0.4492457679275024,1.5444787698223992,3.742197030302722,0.04767937071718462,27 -> 26 -> 25 -> 46 -> 12 -> 13 -> 51 -> 10 -> 11 -> 50 -> 4 -> 39 -> 38 -> 34 -> 35 -> 33 -> 36 -> 37 -> 47 -> 23 -> 5 -> 14 -> 3 -> 24 -> 48 -> 31 -> 0 -> 21 -> 22 -> 19 -> 49 -> 43 -> 45 -> 15 -> 28 -> 29 -> 41 -> 6 -> 1 -> 17 -> 30 -> 20 -> 16 -> 2 -> 44 -> 18 -> 40 -> 7 -> 9 -> 8 -> 42 -> 32 -> 27,9219.041919318142
70,70,0.45257486302369954,1.5597153174932379,3.7399146893901234,0.05713036196605987,5 -> 14 -> 4 -> 47 -> 23 -> 37 -> 39 -> 36 -> 38 -> 34 -> 35 -> 33 -> 43 -> 31 -> 48 -> 0 -> 21 -> 17 -> 30 -> 20 -> 22 -> 19 -> 49 -> 15 -> 45 -> 3 -> 24 -> 11 -> 27 -> 28 -> 29 -> 1 -> 6 -> 41 -> 16 -> 2 -> 44 -> 18 -> 7 -> 40 -> 42 -> 9 -> 8 -> 32 -> 50 -> 10 -> 51 -> 13 -> 12 -> 26 -> 25 -> 46 -> 5,9286.73561385737
75,70,0.439685513898962,1.512764458176761,3.848743795954265,0.05015430098762723,36 -> 39 -> 38 -> 37 -> 47 -> 23 -> 4 -> 14 -> 5 -> 3 -> 24 -> 45 -> 15 -> 49 -> 19 -> 22 -> 30 -> 21 -> 0 -> 48 -> 31 -> 35 -> 34 -> 33 -> 43 -> 2 -> 17 -> 20 -> 29 -> 41 -> 6 -> 1 -> 16 -> 44 -> 18 -> 40 -> 7 -> 8 -> 9 -> 42 -> 32 -> 25 -> 26 -> 27 -> 11 -> 50 -> 10 -> 51 -> 13 -> 12 -> 46 -> 28 -> 36,9322.966085855234
74,74,0.43608902338327893,1.5889556216908842,3.770846692535655,0.053136483163289734,20 -> 30 -> 17 -> 21 -> 0 -> 48 -> 31 -> 33 -> 34 -> 35 -> 38 -> 39 -> 37 -> 36 -> 47 -> 23 -> 4 -> 14 -> 5 -> 24 -> 3 -> 42 -> 8 -> 9 -> 7 -> 40 -> 18 -> 44 -> 2 -> 16 -> 41 -> 6 -> 1 -> 29 -> 22 -> 19 -> 49 -> 28 -> 15 -> 45 -> 43 -> 26 -> 27 -> 25 -> 46 -> 13 -> 12 -> 51 -> 10 -> 32 -> 50 -> 11 -> 20,9383.878635908944
73,70,0.3629613421980266,1.4936157899672038,3.7324443355021835,0.0436798148054026,0 -> 21 -> 31 -> 48 -> 39 -> 38 -> 34 -> 35 -> 33 -> 36 -> 23 -> 47 -> 37 -> 4 -> 14 -> 5 -> 3 -> 24 -> 45 -> 15 -> 43 -> 30 -> 17 -> 2 -> 18 -> 44 -> 40 -> 7 -> 8 -> 9 -> 42 -> 32 -> 10 -> 50 -> 11 -> 27 -> 26 -> 12 -> 13 -> 51 -> 46 -> 25 -> 28 -> 49 -> 19 -> 22 -> 29 -> 41 -> 6 -> 1 -> 20 -> 16 -> 0,8945.812680252146
73,70,0.3843812897520524,1.4085694918324372,3.752456168561006,0.05932707662056707,39 -> 38 -> 33 -> 34 -> 35 -> 36 -> 37 -> 23 -> 47 -> 4 -> 14 -> 5 -> 3 -> 24 -> 45 -> 43 -> 15 -> 21 -> 0 -> 48 -> 31 -> 44 -> 18 -> 40 -> 7 -> 9 -> 8 -> 42 -> 32 -> 10 -> 50 -> 11 -> 26 -> 12 -> 13 -> 51 -> 27 -> 25 -> 46 -> 28 -> 19 -> 49 -> 22 -> 41 -> 6 -> 1 -> 29 -> 30 -> 17 -> 20 -> 16 -> 2 -> 39,9253.046483337635
78,75,0.3404658254072409,1.599954955536782,3.8087409080569268,0.04577749141898064,5 -> 23 -> 31 -> 48 -> 0 -> 21 -> 22 -> 49 -> 19 -> 15 -> 45 -> 14 -> 4 -> 47 -> 37 -> 39 -> 36 -> 33 -> 34 -> 35 -> 38 -> 3 -> 24 -> 11 -> 27 -> 26 -> 25 -> 46 -> 13 -> 12 -> 51 -> 10 -> 50 -> 32 -> 42 -> 9 -> 8 -> 7 -> 40 -> 44 -> 18 -> 2 -> 17 -> 30 -> 20 -> 16 -> 1 -> 6 -> 41 -> 29 -> 28 -> 43 -> 5,8707.338492400306
83,80,0.3005944699878348,1.6713467480682607,3.7255120257995507,0.05216827338096797,9 -> 8 -> 40 -> 7 -> 18 -> 44 -> 31 -> 48 -> 0 -> 21 -> 17 -> 30 -> 42 -> 37 -> 4 -> 14 -> 5 -> 23 -> 47 -> 36 -> 39 -> 38 -> 34 -> 35 -> 33 -> 43 -> 45 -> 15 -> 28 -> 49 -> 19 -> 22 -> 29 -> 20 -> 6 -> 1 -> 41 -> 16 -> 2 -> 24 -> 3 -> 11 -> 27 -> 26 -> 25 -> 46 -> 12 -> 13 -> 51 -> 10 -> 50 -> 32 -> 9,9012.210057491666
